rms,zcr,freq_fundamental,freq_maxima,freq_minima,centroide,bandwidth,rolloff,flatness,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,archivo,especie
0.021833543,0.13130607265393174,552.1195526647314,11025.0,19.9909338168631,1630.7547395691442,1647.958076493515,3121.5458086053413,0.033283167,-338.16544,101.46196,17.526299,31.109663,12.002458,2.0957074,-1.1535487,5.721422,-6.1768813,-4.5657196,1.0881453,-0.11276765,-5.866593,CSA36371.ogg,1462711
0.029903391,0.13465502332689833,754.5646689615626,11025.0,19.9909338168631,1659.098489686872,1690.544411214173,3184.581624034749,0.04208133,-315.8182,98.5957,15.833311,27.992174,17.152151,6.5940037,-5.141532,2.6856964,-1.9506559,0.34357625,-1.6884458,3.4601781,-6.4214334,CSA36379.ogg,1462711
0.034211293,0.12712494532267252,593.8442995294555,11025.0,19.9909338168631,1593.2046111047537,1656.4338104227438,3076.502482096354,0.045635518,-303.2063,101.698364,17.865889,31.108358,13.450607,3.2583158,-5.1233816,4.6532683,-3.4874275,-3.3355024,-1.3034592,0.7754932,-7.927892,CSA36390.ogg,1462711
0.038815103,0.1278913173929099,514.4004332447953,11025.0,19.9909338168631,1562.1441694486832,1592.5428721571013,2956.8846935007386,0.0344017,-293.0568,102.79418,14.446825,26.903282,15.280737,6.462829,-8.811337,0.59544903,-5.154483,-5.8494806,-2.9514787,3.3658514,-7.376465,CSA36341.ogg,1462737
0.036728654,0.13459109167796865,782.5509764751789,11025.0,19.9909338168631,1651.1672458274604,1635.2698920355815,3071.1766312537675,0.024758011,-288.95294,101.08624,17.746927,27.36211,16.169127,6.349009,-6.260555,3.782714,-3.8781798,-2.8233,-2.147425,2.7816668,-8.041266,CSA36369.ogg,1462737
0.036069285,0.13127944811911632,491.1956132051743,11025.0,19.9909338168631,1652.94758731662,1701.8586325862648,3205.1463331308837,0.038740627,-284.06277,97.554924,14.771733,27.471628,16.53593,6.305436,-6.1856565,4.0195427,-2.251834,-0.8493124,-1.3047605,3.929984,-7.710309,CSA36380.ogg,1462737
0.032431975,0.12771709735576922,533.628075187791,11025.0,19.9909338168631,1623.4570889908214,1701.4436552430134,3171.1177884615386,0.039053217,-303.10376,99.079094,17.606627,27.785736,15.029818,6.2332597,-4.9886227,4.3323007,-2.5089183,-1.6711398,-1.1241506,3.5731478,-7.924346,CSA36381.ogg,1462737
0.03187522,0.14193677457153203,657.7130069564628,11025.0,19.9909338168631,1762.7997177453267,1730.846951781679,3375.804634695848,0.038103104,-299.7247,91.90185,18.624077,27.842054,12.874512,5.965337,-4.19004,5.578213,-3.1153896,-1.9316202,0.5417222,2.5209525,-8.815692,CSA36386.ogg,1462737
0.03529072,0.1177705223880597,475.45110402085726,11025.0,19.9909338168631,1537.475152381051,1661.6280994172744,3028.974972213401,0.046608742,-295.5862,104.31188,17.108877,30.564348,13.984242,1.9869083,-5.0695167,5.7225533,-3.438719,-2.9617958,-1.3304684,1.3233826,-7.946478,CSA36391.ogg,1462737
0.04093287,0.12027059514195852,572.4725808916226,11025.0,19.9909338168631,1560.1188353492041,1665.0964751499662,3053.4389875892552,0.04349186,-280.15118,103.425766,17.000887,28.889528,14.975035,7.375288,-4.86867,3.1697755,-2.8107946,-0.99682295,-2.3755748,2.7614064,-6.8309307,CSA36395.ogg,1462737
0.0034065163,0.11837005615234375,4139.493534946283,5237.166419130677,3141.4249359073237,3865.4281914633975,2131.282238573713,6384.27734375,0.04336984,-481.22882,-86.756836,-8.10827,45.694786,4.597495,-7.049183,2.0781608,17.161667,5.05695,2.1679306,3.2794375,10.027642,3.0692353,CSA34195.ogg,1564122
0.0031706272,0.10263144003378379,4113.85361736339,4432.259540756078,3279.701674915257,3822.125950596359,2150.2367273382624,6400.126689189189,0.040159717,-492.96674,-88.14574,-8.300581,50.22151,9.565882,-7.7462745,1.6191199,16.424967,5.3765635,3.511785,2.757417,10.804617,4.3356285,CSA34196.ogg,1564122
0.0025088014,0.11363118489583333,4136.852560230732,4474.379425993884,3237.4462970955983,3861.2881632716253,2145.1321494203803,6417.708333333333,0.043168116,-511.52573,-86.05156,-6.7772093,47.925983,6.7830453,-8.217431,2.3257778,17.334965,5.471355,2.4267173,3.1276588,11.416729,4.317105,CSA34197.ogg,1564122
0.0042825504,0.119659423828125,4223.341037596747,4654.310166884971,3143.4029611752867,3821.797096342298,2115.3843491687803,6329.1015625,0.04448238,-459.3902,-85.29932,-4.9986315,51.85556,5.6662965,-8.566501,2.624532,16.644476,6.2801,2.8717842,3.5275745,12.160061,3.4280353,CSA34198.ogg,1564122
0.002566748,0.015778459821428573,4051.9676787520566,4406.0781652707765,3224.012054980809,3658.3563361025167,2274.3486217651202,6362.388392857143,0.021161478,-539.7898,-81.53772,-5.0080028,47.210308,8.14592,-6.681714,3.4240024,18.247948,6.0751634,4.2352524,4.504546,11.633223,4.2660694,CSA34199.ogg,1564122
0.0031227458,0.017765126329787235,3937.100356472007,4467.674887133846,3226.7577291225934,3642.6611830371126,2257.248948784062,6320.146276595745,0.020121766,-522.0304,-82.75677,-6.161639,47.55248,7.366004,-7.5522637,1.7482758,18.095465,5.5853806,4.0527277,3.7006743,11.501031,4.753028,CSA34200.ogg,1564122
0.003027651,0.3501606151504298,3458.947941176665,5498.103314409345,20.056914203339325,2917.844895183934,1614.2509783365815,4184.858524355301,0.028765338,-670.53467,52.54201,3.1667578,32.00683,-28.821617,12.131687,4.9168572,-14.03808,11.487455,-9.736173,-14.359364,17.092379,-17.12844,iNat297879.ogg,21038
0.053784974,0.47241650296622584,4752.374665579972,5798.387250492176,19.9909338168631,3897.887230788859,1484.4112230262406,5298.408465514355,0.049010642,-286.11603,-44.588745,-14.230275,1.3587284,-32.456997,20.57477,4.757849,-0.1439426,32.189686,-12.567553,-2.3844683,16.155724,-30.21603,iNat65519.ogg,21038
0.009290511,0.19875266335227273,1876.340351225439,5153.761358611139,20.13405669589246,2512.093879951951,2321.5189863001306,5477.627840909091,0.047790628,-381.33124,68.0389,37.450233,14.696112,-21.410728,-4.189091,9.870315,-24.244719,15.286415,-21.897673,-1.602778,-10.789534,-9.207423,iNat296867.ogg,21116
0.008426272,0.24252418490523467,3567.2882997070706,6196.165618268861,20.0084769219722,2194.549281636304,1790.6967281157608,4383.686823104693,0.029069642,-376.87274,90.32023,7.834609,62.523445,-45.065777,45.50803,-19.390223,7.6321173,-1.4412056,1.3018951,-9.126509,2.586964,-1.4990847,iNat65520.ogg,21116
0.035087448,0.41019729393115945,3581.6449516321295,7799.736450461328,19.9909338168631,3387.4388324517563,1912.1679966787437,5381.408514492754,0.10435975,-190.51988,18.678444,22.715384,28.86847,-16.442049,24.635878,-1.0386862,-6.6274214,12.574522,-1.2042155,-8.981408,16.751724,-16.48033,iNat1005762.ogg,21211
0.0021464352,0.44865188271190987,3397.576197758126,7108.780857312331,20.52874806506378,3649.356488129579,1543.189033467818,5016.69796137339,0.019131519,-530.0654,-17.926598,26.619463,69.635216,-24.408308,33.88334,-14.705923,20.915442,-0.41878244,1.524362,0.5512605,-3.474712,6.7611117,iNat359445.ogg,21211
0.0024879994,0.4190571762646321,3916.627172292712,6198.792219803541,20.006218106293495,3692.063707760828,2001.7503717005445,6060.853887959866,0.11021782,-456.6866,-10.232167,22.958618,36.141083,-4.998057,15.297525,12.616975,-5.266403,10.889314,13.737674,-3.0399415,-3.1545322,21.455175,iNat361221.ogg,21211
0.0042505683,0.35565834857047873,3662.9644855408083,6677.787467870929,20.359213234270236,3171.378468167417,2092.671393926711,5137.383643617021,0.049736883,-450.96194,22.733942,22.645687,32.603146,-2.4595695,29.139715,-9.862002,16.050695,7.1656938,3.557127,9.958514,-6.5201015,16.627178,iNat361222.ogg,21211
0.008932013,0.6368315102319084,3812.3991632248362,11025.0,21.26460137182565,4539.456341098662,2194.9172698700822,6847.970800815892,0.06795308,-375.2486,-15.287292,19.706789,18.899588,14.252206,-16.856981,18.084225,-2.3756347,-1.0622544,0.3867153,0.7888187,4.508027,-11.22078,iNat597267.ogg,21211
0.0013387247,0.395068359375,28.471974993523084,563.5801538212011,19.9909338168631,3403.0028570631757,2400.518926113138,6569.53125,0.29684702,-427.5227,27.223526,-1.3032296,-2.6398644,-0.19501431,-6.8353806,-0.62490094,-7.85421,-1.7081627,-0.18818411,-7.6624603,1.2257029,-2.401128,iNat946486.ogg,21211
0.00082157215,0.4027321763602251,3147.1817814058454,11025.0,19.9909338168631,3467.249168322686,2174.783554417782,5903.626289868668,0.09312338,-587.33185,16.96522,19.904442,19.561884,6.1069145,17.775614,10.245481,-7.5908985,15.7298975,-1.0811094,-4.1564174,12.559455,-8.203905,iNat986383.ogg,21211
0.00016946807,0.17668449231230032,97.12300215178315,2182.2305266077587,20.00458455837469,1589.741388837998,1110.8588631216182,2992.0626996805113,0.002851124,-720.6887,155.80559,-100.87578,61.250343,-27.401196,-5.131977,13.604473,-33.620987,16.88292,-13.052768,-5.9899335,3.7770364,-17.584553,iNat998468.ogg,21211
0.06378821,0.29991454337856277,2361.791562841571,11025.0,19.9909338168631,2819.919798534797,1785.7657087639004,4556.175144026683,0.064233445,-346.30838,17.616793,10.136867,39.50164,6.832374,6.816962,9.000377,-12.669198,-4.3647094,14.043396,-13.525709,1.846438,4.1316957,XC882646.ogg,21211
0.029235238,0.24373222949707846,1412.7293196736616,7061.2958281152,19.9909338168631,2435.721406092111,1776.2413431672155,4324.238313856427,0.09372783,-290.69528,40.27175,-3.3824131,38.821167,3.143733,7.8223314,-0.69290775,-6.1441584,-0.552284,4.3335414,-7.316752,2.4597847,-3.1517975,XC882647.ogg,21211
0.06179863,0.2084514320518723,1770.4964949297778,7707.197814902509,20.000641830309014,2153.3995170530866,1806.6506793012447,4252.0622314303255,0.06669895,-280.2649,71.27648,11.042848,33.74274,1.4748764,-6.097398,5.655435,-9.023681,-4.3275213,7.964202,-5.0606933,-2.941813,-1.2045771,XC882648.ogg,21211
0.05853649,0.3071215980180075,1398.4704051611743,11025.0,20.011661221115535,2790.990554346362,2004.8936070872426,5061.681478016838,0.068242654,-242.55927,35.464417,9.758565,24.037989,0.78594244,-0.13930175,1.3656895,-27.813742,-4.3982477,-4.423061,-12.757011,-5.4501114,-6.0311193,XC882649.ogg,21211
0.04468065,0.40274392034774437,2471.0103087405346,11025.0,20.015856015923376,3593.679162046432,2200.064567536847,6282.8164160401,0.104991704,-238.69188,6.4274273,11.8098545,17.454407,4.758861,1.5112396,7.8609457,-25.59336,-3.646665,-0.45589536,-19.334934,-2.8753054,-5.714846,XC882650.ogg,21211
0.033013154,0.5740283000518672,4445.354286786189,11025.0,20.024333542737327,4433.267138610858,2229.7121660413077,7068.140560165975,0.07901292,-270.8425,-16.01685,14.46388,9.890629,5.1904206,1.6851361,14.392288,-32.596947,5.858429,0.112376235,-16.531507,1.5692496,0.6974456,XC882651.ogg,21211
0.064437695,0.2262952431975464,1709.3111105229711,7450.804459292207,19.9909338168631,2189.6334988236645,1560.1605777733914,3735.564446366782,0.030613754,-228.6566,75.31853,-1.6014768,35.241623,-24.461416,10.761881,-4.345635,-4.2970214,-3.57791,13.595304,-14.571318,8.823587,7.3974814,XC882652.ogg,21211
0.045200475,0.10719375195883828,334.98510076675944,5905.56825698781,19.9909338168631,1620.427046695217,1715.558408530062,3530.2803750522357,0.018560853,-295.08524,101.36279,8.434707,25.62166,3.9179165,2.2262385,-7.083826,-5.5014386,-4.890665,4.188724,-2.7813668,8.829048,-2.5246468,XC882653.ogg,21211
0.071360886,0.20941333235981308,833.7245545644714,11025.0,19.9909338168631,2214.278280638675,2032.9763118226101,4440.427198385726,0.07581915,-207.42836,75.53455,19.218464,16.55254,5.919878,-8.217277,-10.331666,-6.0700364,-6.7166033,-2.6256945,-9.715483,2.1665504,-6.4052005,XC882654.ogg,21211
0.046174686,0.3178509177450595,2148.132984230608,11025.0,19.9909338168631,2817.8098945691663,2039.7964180049166,5131.342283292162,0.10767891,-207.34148,52.897736,13.494321,12.407336,-4.868102,-0.42882606,-6.7357497,-3.6645374,-5.7658153,3.8881755,-4.014172,-0.01811734,1.436589,XC882655.ogg,21211
0.0648026,0.2072027109735023,1064.586837317471,11025.0,19.9909338168631,2095.1057150953816,1824.534859589523,4087.1831797235022,0.06319295,-253.35461,78.86796,11.418807,22.971485,-0.5692723,-7.9111285,-6.4275823,-7.111468,-8.634457,7.2085457,-11.027324,2.2031388,-2.896965,XC882656.ogg,21211
0.017766202,0.24017143832086132,224.66521272294136,11025.0,19.9909338168631,2753.334484009095,2387.6265093217853,5857.310915546732,0.08298757,-295.75516,57.389576,19.138792,4.3431854,8.536751,5.6569314,1.4381646,5.2097573,-8.442921,9.523532,-2.6167893,16.14054,0.027467461,XC882657.ogg,21211
0.026402028,0.1410868081701807,143.7715752901955,7338.219472622474,19.9909338168631,1667.1067536065354,1594.4206998038717,3180.799904162103,0.03801639,-269.96713,104.5659,-28.257307,2.9336953,-9.695626,-9.250243,-10.961614,-9.541482,-7.9616003,-3.4622028,-9.667493,-2.3971674,-4.457388,XC882658.ogg,21211
0.032510146,0.13435506615910392,87.87445751293573,5089.876518129712,19.9909338168631,1702.987087042609,1694.5931726064716,3329.701814342972,0.04325576,-283.6692,100.45755,-13.024304,11.763734,-7.999239,-8.458587,-6.930509,-13.471114,-4.445401,-5.8904023,-10.573435,0.5219652,-7.437095,XC882659.ogg,21211
0.008574598,0.7164442274305556,11025.0,11025.0,11025.0,5326.424420484572,2297.442760283256,7493.055555555556,0.064100094,-348.71,-13.790703,28.5994,-8.866489,-1.3873184,5.4874015,5.6159906,-7.6278358,9.036582,-1.0772125,1.3292559,0.96775603,5.912704,XC896828.ogg,21211
0.008446243,0.771759772383218,10650.968625782698,11025.0,1294.4013747866697,5319.9597794559495,2248.581335111237,7479.184688581315,0.05075786,-352.94263,-10.166951,26.899437,-10.2095585,2.7479734,1.7657586,3.5260806,-0.9218972,3.4486606,3.338081,-1.2511197,1.2164744,10.078336,XC896832.ogg,21211
0.0054010567,0.6143642578125,4346.111697576196,11025.0,1462.464027529245,4432.762118521056,2363.4888052648034,7321.734375,0.14739111,-345.0715,-2.5872905,18.65102,3.8502078,-3.3350046,2.3671436,10.008234,-12.012267,11.036459,2.1165175,-5.91429,9.005376,0.59386915,XC896838.ogg,21211
0.00975997,0.5623855590820312,4935.156702632001,11025.0,20.66545771575748,4321.591999110192,2247.9082468280817,7228.94287109375,0.09997118,-328.66885,-6.8055882,14.62051,6.7422447,-3.3537848,0.18396407,15.565397,-18.908497,11.034995,7.0318384,-10.692565,9.684414,-0.13901378,XC896839.ogg,21211
0.0070418436,0.6404598460477942,4259.27902054233,11025.0,1288.3673893909227,4660.364506824658,2321.4522768549296,7415.297564338235,0.08719343,-347.22806,-6.089673,26.286776,4.311377,-5.091795,3.0698955,13.862009,-15.554526,14.393568,3.066225,-8.220484,14.698601,-2.8062449,XC896840.ogg,21211
0.011551283,0.7483927408854166,8771.261686676211,11025.0,20.082330194001283,5146.1147829469155,2313.4392478690843,7464.680989583333,0.094033025,-314.2703,-16.610939,20.770155,-2.9464524,6.2976265,-3.1015234,13.620354,-12.099553,12.787316,1.0130317,-4.212157,9.485014,-1.0427396,XC896855.ogg,21211
0.010808802,0.7483291304061181,10882.480616581768,11025.0,1475.6675101753654,5254.397358384932,2351.3706997512086,7491.923786919831,0.04211462,-342.8942,-2.461857,31.606428,-0.26909783,8.726536,3.6450386,15.2819395,-6.039306,13.480724,5.0163903,-5.6966476,12.589528,3.131034,XC896857.ogg,21211
0.029572379,0.7894877772177419,8867.017868586045,11025.0,1466.0663898430298,6015.195083350111,2059.45930993727,7528.477822580645,0.009149704,-343.69824,-21.099766,25.221155,1.8475039,5.873279,-7.9058237,27.165033,-17.498121,18.691618,5.067677,-1.5548589,-0.34614238,19.708542,XC896860.ogg,21211
0.03231701,0.8460138494318182,11025.0,11025.0,11025.0,6462.878877318452,1875.1731471203927,7563.565340909091,0.011303276,-353.0867,-13.273926,34.11868,-24.866331,24.609865,-12.127551,21.890347,-13.92224,15.006425,-2.5282195,8.863517,-4.0275407,12.629498,XC896861.ogg,21211
0.018677056,0.7349220218515038,6676.300894405294,11025.0,1462.3874230996853,5463.078048430126,2179.4473699159666,7525.640272556391,0.026674239,-333.14407,-30.315557,30.85806,0.91923696,-0.6981546,-4.7853823,26.503563,-25.346071,22.234482,1.8624636,-8.160982,10.650841,7.273444,XC896863.ogg,21211
